18;1174;319;3.544444444
18;1175;444;4.933333333
18;1176;521;5.788888889
18;1313;377;4.188888889
18;1314;511;5.677777778
18;1315;472;5.244444444
1174;1175;413;4.588888889
1174;1176;242;2.688888889
1174;1313;345;3.833333333
1174;1314;213;2.366666667
1174;1315;174;1.933333333
1175;1176;609;6.766666667
1175;1313;90;1
1175;1314;394;4.377777778
1175;1315;355;3.944444444
1176;1313;569;6.322222222
1176;1314;205;2.277777778
1176;1315;183;2.033333333
1313;1314;537;5.966666667
1313;1315;499;5.544444444
1314;1315;104;1.155555556
