32;1;0;0
33;1;0;0
34;1;0;0
35;1;70;1.5
36;1;60;1
37;1;0;0
38;1;0;0
39;1;95;1.5
39;2;130;2
40;2;0;
41;1001;0;0
42;1002;0;0
43;1297;30;0.75
44;1;150;2.33
44;1003;140;2
45;3;90;2
46;1012;0;0
47;1298;70;1.5
47;1299;70;1.5
48;1013;40;1
49;1300;30;1
50;4;60;1
50;1301;40;1
51;1301;0;0
52;1017;90;1.5
52;1018;60;1
53;1017;40;1
53;1258;130;1.5
54;6;25;0.7
55;1028;0;
56;1028;50;1
57;6;100;1.5
58;7;420;7
59;7;0;0
60;7;0;0
61;7;0;0
62;8;0;0
63;8;370;4.5
64;8;410;5
64;7;420;6
64;58;320;7
65;1055;120;2.5
66;1303;860;18
67;9;0;0
68;9;0;0
69;9;0;0
70;1071;0;0
71;1071;45;1
71;9;80;1.5
71;1072;90;1.5
71;11;150;2
71;75;18;0.5
72;10;0;0
73;1072;0;0
74;1072;40;1
75;1071;30;1
75;9;90;1.5
75;11;140;2
75;1072;80;1.5
76;10;0;0
77;1073;0;0
78;1074;0;0
79;1075;0;0
80;1076;40;1
81;1071;0;0
82;1077;0;0
83;1072;0;0
84;1071;0;0
85;1078;0;0
86;1082;0;0
87;1077;60;1
87;10;70;1.5
87;1073;80;1.5
88;1079;0;0
89;11;0;0
90;1304;45;1
91;1089;0;0
92;11;170;2.5
92;1098;170;3
93;11;80;1.5
93;1071;70;1.5
93;9;130;2
94;1090;60;1
95;11;150;2
95;1090;200;2.5
95;1088;160;2
96;1305;0;0
97;11;0;0
98;1091;0;0
99;1093;60;1
100;1094;40;1
100;11;90;1.5
100;1071;60;1
100;1305;45;1
100;9;120;1.5
101;1098;60;1
102;1306;45;1
103;1307;30;1
103;1099;110;2
104;1098;65;1.5
105;1100;110;2.5
105;1173;110;2
106;11;230;3.5
106;1098;70;1.5
107;1102;80;1.5
107;12;180;2.5
108;1098;0;0
109;1108;0;0
110;1309;0;0
111;1109;170;2.5
111;1110;150;2.5
112;1111;80;2
113;1112;160;2.5
114;1113;0;0
115;1112;120;2
115;1308;43;1.075
116;13;0;0
117;1115;40;1
118;1116;0;0
118;1310;0;0
119;1117;80;1.5
119;1093;150;2
120;1118;0;0
120;1311;0;0
121;1098;70;1
121;1117;180;3
121;1093;150;2
122;1119;0;0
123;1120;0;0
123;1121;0;0
124;1125;0;0
125;1126;0;0
126;1133;0;0
127;1127;0;0
128;1128;0;0
129;1126;110;1.5
130;1129;60;1.5
131;15;0;0
132;1130;110;2
133;1312;0;0
134;1148;0;0
135;16;100;2
135;1013;90;2
135;1149;0;0
136;1150;0;0
137;1148;170;3
137;1153;210;3.5
137;1151;160;3
138;1152;0;0
139;1151;90;1.5
140;1148;150;2.5
140;1151;190;3.5
141;1148;90;2
142;1153;210;4
142;1151;160;3
143;1161;40;1
144;1162;50;1
144;17;160;2.5
145;17;80;1.5
145;1163;60;1.5
146;1164;0;0
147;17;0;0
148;17;60;1
149;1165;40;1
150;18;0;0
151;1174;40;1
152;1174;40;1
153;1175;40;1
153;1313;60;1
154;1176;180;3.5
154;1174;180;3
155;1175;190;4
155;1174;230;4.5
155;1314;220;4
155;1315;180;4
156;1174;70;1.5
156;1176;230;3.5
157;18;0;0
158;1174;50;1
159;18;70;1.5
160;1176;70;2
161;19;0;0
162;1187;0;0
163;19;0;0
164;1188;40;1
165;1187;0;0
166;1316;220;3
166;1165;160;2.5
167;1189;50;1
168;1190;0;0
169;1191;50;1
170;1190;0;0
171;1206;0;0
172;1206;70;1.5
173;1206;0;0
174;20;0;0
175;1218;40;1
176;1218;44;1
177;1218;40;1
178;1218;90;1
179;1218;30;40
180;22;100;1.5
181;22;450;5.5
181;1174;210;3
182;22;190;3
182;1238;360;5
182;1317;230;3
183;22;379;5.5
183;1318;230;3
184;22;120;2
184;1318;140;2
185;22;130;2
185;1318;110;2
186;23;65;1.5
187;1223;80;2
188;23;420;8
188;1224;300;6.5
188;1225;420;8
189;1223;0;0
190;23;370;7
190;188;130;3
191;1225;30;1
192;1319;90;2
192;23;110;2
193;1320;0;0
194;1227;0;0
195;1224;60;1
195;1225;150;2
196;1239;60;1
196;25;400;5
197;1239;30;0.83
198;1240;90;1.5
198;24;140;3
198;1238;170;2.5
199;24;280;4
199;1207;190;2.5
200;25;80;1
201;1245;40;1
202;1245;0;0
203;1246;0;0
204;1321;60;1
205;1322;30;1
206;26;0;0
207;26;0;0
208;27;40;1
208;209;10;0.17
209;27;30;0.83
210;27;170;2.5
210;1259;0;0
211;27;0;0
212;27;120;2
212;1302;0;0
213;27;120;2
213;1260;90;1.5
214;1268;0;0
215;1269;0;0
216;1270;45;1
217;1271;0;0
218;29;60;1
218;1323;0;0
219;1324;0;0
219;29;230;3
219;28;340;4
220;29;30;1
221;29;40;1
222;30;180;2.5
223;30;30;0.75
224;1281;40;1
225;1282;0;0
225;31;200;3
226;1283;250;6
227;1284;360;6.5
227;1287;260;5.5
227;1325;65;1.5
228;1281;480;8
229;1326;40;1
230;31;48;1.2
231;1285;1080;14
231;31;460;7
232;1285;0;0
