1071;1072;44;0.5
1071;1073;89;1
1071;1074;190;2.1
1071;1075;102;1.1
1071;1076;159;1.8
1071;1077;161;1.8
1071;1078;50;0.6
1071;1079;329;3.7
1071;1082;153;1.7
1071;10;213;2.4
1072;1073;49;0.5
1072;1074;160;1.8
1072;1075;125;1.4
1072;1076;120;1.3
1072;1077;123;1.4
1072;1078;53;0.6
1072;1079;289;3.2
1072;1082;103;1.1
1072;10;175;1.9
1073;1074;110;1.2
1073;1075;152;1.7
1073;1076;96;1.1
1073;1077;77;0.9
1073;1078;100;1.1
1073;1079;266;3
1073;1082;83;0.9
1073;10;128;1.4
1074;1075;168;1.9
1074;1076;61;0.7
1074;1077;39;0.4
1074;1078;189;2.1
1074;1079;176;2
1074;1082;126;1.4
1074;10;97;1.1
1075;1076;138;1.5
1075;1077;168;1.9
1075;1078;67;0.7
1075;1079;303;3.4
1075;1082;211;2.3
1075;10;257;2.9
1076;1077;79;0.9
1076;1078;150;1.7
1076;1079;190;2.1
1076;1082;181;2
1076;10;152;1.7
1077;1078;170;1.9
1077;1079;209;2.3
1077;1082;104;1.2
1077;10;84;0.9
1078;1079;318;3.5
1078;1082;156;1.7
1078;10;220;2.4
1079;1082;293;3.3
1079;10;197;2.2
1082;10;110;1.2
