23;1223;141;1.566666667
23;1224;286;3.177777778
23;1225;119;1.322222222
23;1227;298;3.311111111
23;1319;129;1.433333333
23;1320;266;2.955555556
1223;1224;435;4.833333333
1223;1225;267;2.966666667
1223;1227;417;4.633333333
1223;1319;265;2.944444444
1223;1320;404;4.488888889
1224;1225;175;1.944444444
1224;1227;295;3.277777778
1224;1319;379;4.211111111
1224;1320;125;1.388888889
1225;1227;279;3.1
1225;1319;211;2.344444444
1225;1320;209;2.322222222
1227;1319;426;4.733333333
1227;1320;190;2.111111111
1319;1320;395;4.388888889
