15;1125;65;0.722222222
15;1126;443;4.922222222
15;1127;367;4.077777778
15;1128;506;5.622222222
15;1129;236;2.622222222
15;1130;208;2.311111111
15;1133;137;1.522222222
1125;1126;463;5.144444444
1125;1127;329;3.655555556
1125;1128;527;5.855555556
1125;1129;167;1.855555556
1125;1130;228;2.533333333
1125;1133;74;0.822222222
1126;1127;205;2.277777778
1126;1128;65;0.722222222
1126;1129;533;5.922222222
1126;1130;235;2.611111111
1126;1133;517;5.744444444
1127;1128;254;2.822222222
1127;1129;354;3.933333333
1127;1130;155;1.722222222
1127;1133;362;4.022222222
1128;1129;596;6.622222222
1128;1130;298;3.311111111
1128;1133;579;6.433333333
1129;1130;331;3.677777778
1129;1133;101;1.122222222
1130;1133;281;3.122222222
