19;1187;137;1.522222222
19;1188;384;4.266666667
19;1189;222;2.466666667
19;1190;26;0.288888889
19;1191;145;1.611111111
19;1316;78;0.866666667
1187;1188;362;4.022222222
1187;1189;341;3.788888889
1187;1190;143;1.588888889
1187;1191;90;1
1187;1316;201;2.233333333
1188;1189;532;5.911111111
1188;1190;411;4.566666667
1188;1191;271;3.011111111
1188;1316;420;4.666666667
1189;1190;246;2.733333333
1189;1191;337;3.744444444
1189;1316;175;1.944444444
1190;1191;163;1.811111111
1190;1316;96;1.066666667
1191;1316;197;2.188888889
